"","Open","High","Low","Close"
"2007-02-02",50.4450306721515,50.5348977915646,50.3606408837506,50.3692756978625
"2007-02-03",50.3721857137319,50.4691169535685,50.298799757062,50.4310899203875
"2007-02-04",50.4818267518265,50.5550923533772,50.4020264816621,50.5550923533772
"2007-02-05",50.523893828191,50.6978278150252,50.459767560449,50.6978278150252
"2007-02-06",50.7166067461433,50.7166067461433,50.4986480384182,50.4986480384182
"2007-02-07",50.4932188302243,50.696932712043,50.4932188302243,50.6061055576287
"2007-02-08",50.5853098172462,50.8473366461113,50.5853098172462,50.8138255864256
"2007-02-09",50.8333117106257,50.896827622917,50.6768581674052,50.6768581674052
"2007-02-10",50.6892288304174,50.726959655694,50.6070733856372,50.695622055169
"2007-02-11",50.6784905984176,50.91776061924,50.6784905984176,50.9115985194411
"2007-02-12",50.8898983760854,50.9665340950417,50.8360446014901,50.9665340950417
"2007-02-13",50.9005579809156,51.0029854532602,50.8793493835529,50.9010550008819
"2007-02-14",50.9528277211339,51.0469861312818,50.803171907551,51.0469861312818
"2007-02-15",51.0633014723722,51.114008680003,50.9468108768572,51.0518465248395
"2007-02-16",51.1287929285077,51.1287929285077,51.0061335218936,51.0216357806733
"2007-02-17",50.9772173544539,51.1365256784907,50.952600190595,51.1365256784907
"2007-02-18",51.1841370498561,51.3209005779334,51.1371299879095,51.1515142172957
"2007-02-19",51.295021248152,51.323424806756,51.1352419149073,51.1789930735369
"2007-02-20",51.1372463340331,51.1494018613584,50.9352261443787,50.9352261443787
"2007-02-21",50.9293966227967,50.9293966227967,50.6987973947919,50.7732543242554
"2007-02-22",50.7211101780551,50.8659669412615,50.6571814189883,50.8659669412615
"2007-02-23",50.843921143575,50.9694609683283,50.7305961336348,50.7649826990875
"2007-02-24",50.7835976504561,50.8645263373624,50.7669213141213,50.7953382903315
"2007-02-25",50.7896013042288,50.9318744899078,50.7896013042288,50.8477621406292
"2007-02-26",50.8816812795241,50.8816812795241,50.7548084168209,50.7548084168209
"2007-02-27",50.7433266638814,50.7890893188517,50.6187434734297,50.6920604718023
"2007-02-28",50.6943485629562,50.770905453827,50.5988137418271,50.770905453827
"2007-03-01",50.8162030132845,50.8162030132845,50.5645087290095,50.570749692632
"2007-03-02",50.6097967963997,50.7206096320916,50.5080789844205,50.6155918666066
"2007-03-03",50.7324080081653,50.7324080081653,50.4092945808094,50.4103286523541
"2007-03-04",50.3927259270933,50.4088124653177,50.2492157707179,50.3263588179421
"2007-03-05",50.2650069647869,50.3404988869915,50.2650069647869,50.2956702271079
"2007-03-06",50.2746373900041,50.3201916131904,50.1638044184635,50.1638044184635
"2007-03-07",50.1445762543741,50.2027764867291,49.9138089296028,49.9138089296028
"2007-03-08",49.9314929048729,50.0036413740678,49.8489346112531,49.9183871340213
"2007-03-09",49.9237734835486,49.9237734835486,49.7424150559387,49.8071204530403
"2007-03-10",49.7936997386099,49.8898404553457,49.7038514071734,49.8869833529875
"2007-03-11",49.8306222453665,49.8829457681315,49.760310812525,49.78805814558
"2007-03-12",49.8276255602479,49.9031130358205,49.670494239676,49.7403315550003
"2007-03-13",49.6962809106445,49.7086250880523,49.3792415099661,49.3792415099661
"2007-03-14",49.3626991517068,49.5373488863704,49.3074568226063,49.5373488863704
"2007-03-15",49.5737411878039,49.6231039012457,49.3987553413956,49.496003986535
"2007-03-16",49.4489956783527,49.6528522333934,49.4241619504068,49.5950011884777
"2007-03-17",49.5566612908277,49.5566612908277,49.3356413900106,49.3471431527284
"2007-03-18",49.2977796860981,49.6785736159034,49.2977796860981,49.6546261076859
"2007-03-19",49.6274672147247,49.6540715276625,49.5160420086702,49.5458954022922
"2007-03-20",49.5952884965034,49.6200349582181,49.4232068118256,49.5068963631111
"2007-03-21",49.4976451429029,49.5396073979361,49.4160965263844,49.5180739210179
"2007-03-22",49.4230642938896,49.4230642938896,49.3118358542017,49.3968738599656
"2007-03-23",49.2728079548362,49.2728079548362,48.9309517223527,48.9309517223527
"2007-03-24",48.8663474774338,48.8663474774338,48.5268371665895,48.5268371665895
"2007-03-25",48.5064888202386,48.5064888202386,48.3340927379523,48.3397338277091
"2007-03-26",48.3421024422286,48.4463705919766,48.2896926777253,48.2896926777253
"2007-03-27",48.2524825106404,48.4157189260319,48.2364771063669,48.30850892202
"2007-03-28",48.3309000601732,48.5359461762133,48.3309000601732,48.5359461762133
"2007-03-29",48.5923613368859,48.6998847605209,48.5743179732927,48.6998847605209
"2007-03-30",48.7456190083389,49.0021812307077,48.7456190083389,48.9354567345693
"2007-03-31",48.9561619747141,49.097283039653,48.9561619747141,48.974901416968
"2007-04-01",48.9440668539277,48.9781600566663,48.8096186482138,48.8703195118646
"2007-04-02",48.9048836271181,49.0839954270775,48.9048836271181,49.0631647734845
"2007-04-03",49.0607100610899,49.245253833598,48.9692750768163,49.245253833598
"2007-04-04",49.2257899841075,49.3733496216003,49.1991258503583,49.3473606787059
"2007-04-05",49.4143540745659,49.4143540745659,49.3064111174296,49.3377557822211
"2007-04-06",49.3362124203641,49.4189994859189,49.3362124203641,49.4189994859189
"2007-04-07",49.4517023124334,49.6095030005936,49.4517023124334,49.5381883056603
"2007-04-08",49.5433780166351,49.5896809020894,49.4180628219513,49.4180628219513
"2007-04-09",49.444289050952,49.5023417359146,49.3382782378181,49.5023417359146
"2007-04-10",49.55703548735,49.7877576550563,49.55703548735,49.7698448660165
"2007-04-11",49.7454978974624,49.8192485602815,49.7454978974624,49.7462345946245
"2007-04-12",49.7507941077393,49.7546976892052,49.6173171733521,49.7299649322951
"2007-04-13",49.7070824171387,49.853322329816,49.6924492458175,49.7333931653161
"2007-04-14",49.7415394908976,49.7733970805046,49.7015885221842,49.7555215783115
"2007-04-15",49.7470725636594,49.7934102661747,49.662988150532,49.7094151808194
"2007-04-16",49.7491522227102,49.8628865946235,49.7109114979342,49.8388590726778
"2007-04-17",49.846975262063,49.954558677343,49.7775439894587,49.954558677343
"2007-04-18",49.9379395474831,50.0720779787385,49.9248422973257,50.0720779787385
"2007-04-19",50.0244086177575,50.0299098586477,49.8394501870147,49.8394501870147
"2007-04-20",49.7604232552535,49.9284741862485,49.6980794321414,49.9110274504956
"2007-04-21",49.989541304844,50.2012292399203,49.989541304844,50.2012292399203
"2007-04-22",50.3120333961183,50.337807096784,50.2478765013235,50.3255614801967
"2007-04-23",50.3200947473636,50.3200947473636,49.8757386019976,49.8853882678616
"2007-04-24",49.8734026465211,49.901838155481,49.7276899923422,49.7276899923422
"2007-04-25",49.7338525835356,49.8862227667758,49.7338525835356,49.8847151942606
"2007-04-26",49.8906358262349,49.8906358262349,49.7489871076424,49.7920112943787
"2007-04-27",49.8053048313893,49.8053048313893,49.5081397146114,49.5081397146114
"2007-04-28",49.5468840391121,49.5549664935449,49.2918633073164,49.2918633073164
"2007-04-29",49.3028935291798,49.3028935291798,49.0567561810582,49.1352904471748
"2007-04-30",49.1382464427998,49.3397448231728,49.1149971640139,49.3397448231728
"2007-05-01",49.3457214583033,49.5263478188825,49.3457214583033,49.4713813499697
"2007-05-02",49.4706167078959,49.4706167078959,49.3426131232972,49.3852052435403
"2007-05-03",49.4632789128586,49.6909716597571,49.4632789128586,49.5867696788652
"2007-05-04",49.5996297158354,49.5996297158354,49.4137530585047,49.4137530585047
"2007-05-05",49.3842789199786,49.4026580314052,49.1031043568417,49.1031043568417
"2007-05-06",49.1660587256141,49.4599885580201,49.1660587256141,49.4599885580201
"2007-05-07",49.4918780475782,49.4918780475782,49.1357230365042,49.1357230365042
"2007-05-08",49.1328177423567,49.2550693689544,49.1328177423567,49.1893012571989
"2007-05-09",49.1773905424881,49.1773905424881,48.7270762056073,48.7270762056073
"2007-05-10",48.8347914561581,48.8454913822302,48.3800124679673,48.3800124679673
"2007-05-11",48.2545634885324,48.2545634885324,47.9690434191124,47.9690434191124
"2007-05-12",47.968125028333,48.032858055938,47.8926179087975,48.0193547288843
"2007-05-13",48.0554956281431,48.0554956281431,47.6620855703505,47.6620855703505
"2007-05-14",47.644692571948,47.7250498159334,47.5821240912087,47.6592988835332
"2007-05-15",47.6064724380648,47.7405271861058,47.5179560866739,47.726862406458
"2007-05-16",47.7206509536914,47.9071682801885,47.7091322313329,47.8668317346629
"2007-05-17",47.7942981789561,47.7942981789561,47.5513987007966,47.6293786041021
"2007-05-18",47.6501318131713,47.7511652769296,47.6501318131713,47.6842280532209
"2007-05-19",47.6555190311968,47.7798557548305,47.6053615081546,47.6053615081546
"2007-05-20",47.5621026686154,47.9308458230391,47.5621026686154,47.9308458230391
"2007-05-21",47.9658214031213,48.029033942613,47.7807235394881,47.7807235394881
"2007-05-22",47.8183040302612,47.9482531441853,47.811546625574,47.8294556467246
"2007-05-23",47.9359302489862,48.0824246165765,47.8876326500158,47.9006826430557
"2007-05-24",47.8904133721512,48.0307726129326,47.8841269246251,48.0113049442773
"2007-05-25",47.9823372258737,48.1754323314596,47.9450716031323,48.1605755467172
"2007-05-26",48.1452112358212,48.1452112358212,47.9264941691766,47.9961340046721
"2007-05-27",48.0101843888937,48.0216564098931,47.9019342884565,47.9019342884565
"2007-05-28",47.9014160029841,47.9339798198289,47.6471764517754,47.6471764517754
"2007-05-29",47.6566546513431,47.8934158707544,47.6544603143575,47.8725213360129
"2007-05-30",47.7886603971671,47.9326701523078,47.7886603971671,47.8329083126244
"2007-05-31",47.8284532662533,47.8404415298449,47.7377986168352,47.7377986168352
"2007-06-01",47.7443173931521,47.7443173931521,47.5482040904643,47.6512305894323
"2007-06-02",47.6022347047868,47.7454243122342,47.5679622276754,47.7256907018078
"2007-06-03",47.7121494165901,47.7121494165901,47.501976670636,47.501976670636
"2007-06-04",47.5151648819698,47.5354500689903,47.3234230750255,47.3764237289667
"2007-06-05",47.4109038423752,47.482170679888,47.211163022771,47.2292952802724
"2007-06-06",47.3658120027045,47.4123313828473,47.2330580059869,47.4004820908595
"2007-06-07",47.420985190709,47.5063692973413,47.3532002325846,47.4526174659862
"2007-06-08",47.4844872933481,47.5308912760639,47.4281355831578,47.4835950385865
"2007-06-09",47.3866882554947,47.7476950731972,47.3866882554947,47.7476950731972
"2007-06-10",47.7489862263065,47.7489862263065,47.2868487885989,47.2868487885989
"2007-06-11",47.2780696035328,47.3088378144923,47.1466018260288,47.1466018260288
"2007-06-12",47.194106912618,47.4183383185878,47.1815348543221,47.4183383185878
"2007-06-13",47.4613546517325,47.5200446580673,47.4308266385453,47.4308266385453
"2007-06-14",47.4327917992174,47.4327917992174,47.3348965212827,47.3488381779215
"2007-06-15",47.3330584316802,47.4049049093854,47.2615736095983,47.3677901566039
"2007-06-16",47.3645229105516,47.4046284008614,47.2605645709109,47.2605645709109
"2007-06-17",47.2478260931866,47.4724863618123,47.2478260931866,47.3952135245457
"2007-06-18",47.4346993610725,47.5633569665608,47.3642401566334,47.3642401566334
"2007-06-19",47.4605472647125,47.7335250775606,47.4605472647125,47.6722018616947
"2007-06-20",47.7112586675401,47.8175924066148,47.668434910213,47.668434910213
"2007-06-21",47.7101167781098,47.7101167781098,47.6110642732936,47.6292144787367
"2007-06-22",47.5684886049305,47.5926598454947,47.3254940958526,47.3254940958526
"2007-06-23",47.2287315871627,47.2477128773392,47.0914419882576,47.2477128773392
"2007-06-24",47.2399558001892,47.3028651846619,47.2093194619751,47.2276437542817
"2007-06-25",47.2047065698809,47.4277219359799,47.1340495076106,47.4277219359799
"2007-06-26",47.4430011919908,47.6161097730372,47.4430011919908,47.6161097730372
"2007-06-27",47.6232337843679,47.7167299732728,47.6001511393257,47.6276905335225
"2007-06-28",47.6760351295041,47.7046027771086,47.5724060421453,47.6071583256498
"2007-06-29",47.6362885503127,47.775634540576,47.6173290583887,47.6647123051268
"2007-06-30",47.6746805308509,47.9412667206186,47.6746805308509,47.7671937777376
