"height","finger","frequency"
4.88020833333333,11.1,3
4.88020833333333,11.2,3
4.88020833333333,11.3,1
4.88020833333333,11.4,0
4.88020833333333,11.5,0
4.88020833333333,11.6,0
4.88020833333333,11.7,0
4.88020833333333,11.8,0
4.88020833333333,11.9,0
4.88020833333333,12,0
4.88020833333333,12.1,0
4.88020833333333,12.2,0
4.88020833333333,12.3,0
4.88020833333333,12.4,0
4.88020833333333,12.5,0
4.88020833333333,12.6,0
4.88020833333333,12.7,0
4.88020833333333,12.8,0
4.88020833333333,12.9,0
4.88020833333333,13,0
4.88020833333333,13.1,0
4.88020833333333,13.2,0
4.88020833333333,13.3,0
4.88020833333333,13.4,0
4.88020833333333,13.5,0
4.96354166666667,9.4,0
4.96354166666667,9.5,0
4.96354166666667,9.6,0
4.96354166666667,9.7,0
4.96354166666667,9.8,0
4.96354166666667,9.9,1
4.96354166666667,10,2
4.96354166666667,10.1,3
4.96354166666667,10.2,2
4.96354166666667,10.3,2
4.96354166666667,10.4,2
4.96354166666667,10.5,3
4.96354166666667,10.6,4
4.96354166666667,10.7,4
4.96354166666667,10.8,5
4.96354166666667,10.9,2
4.96354166666667,11,6
4.96354166666667,11.1,3
4.96354166666667,11.2,2
4.96354166666667,11.3,0
4.96354166666667,11.4,3
4.96354166666667,11.5,0
4.96354166666667,11.6,2
4.96354166666667,11.7,0
4.96354166666667,11.8,1
4.96354166666667,11.9,1
4.96354166666667,12,0
4.96354166666667,12.1,0
4.96354166666667,12.2,0
4.96354166666667,12.3,0
4.96354166666667,12.4,0
4.96354166666667,12.5,0
4.96354166666667,12.6,0
4.96354166666667,12.7,0
4.96354166666667,12.8,0
4.96354166666667,12.9,0
4.96354166666667,13,0
4.96354166666667,13.1,0
4.96354166666667,13.2,0
4.96354166666667,13.3,0
4.96354166666667,13.4,0
4.96354166666667,13.5,0
5.046875,9.4,0
5.046875,9.5,1
5.046875,9.6,0
5.046875,9.7,0
5.046875,9.8,0
5.046875,9.9,0
5.046875,10,0
5.046875,10.1,1
5.046875,10.2,1
5.046875,10.3,2
5.046875,10.4,3
5.046875,10.5,7
5.046875,10.6,5
5.046875,10.7,9
5.046875,10.8,6
5.046875,10.9,6
5.046875,11,12
5.046875,11.1,12
5.046875,11.2,7
5.046875,11.3,5
5.046875,11.4,4
5.046875,11.5,5
5.046875,11.6,1
5.046875,11.7,2
5.046875,11.8,0
5.046875,11.9,1
5.046875,12,0
5.046875,12.1,0
5.046875,12.2,0
5.046875,12.3,0
5.046875,12.4,0
5.046875,12.5,0
5.046875,12.6,0
5.046875,12.7,0
5.046875,12.8,0
5.046875,12.9,0
5.046875,13,0
5.046875,13.1,0
5.046875,13.2,0
5.046875,13.3,0
5.046875,13.4,0
5.046875,13.5,0
5.13020833333333,9.4,0
5.13020833333333,9.5,0
5.13020833333333,9.6,0
5.13020833333333,9.7,0
5.13020833333333,9.8,1
5.13020833333333,9.9,1
5.13020833333333,10,2
5.13020833333333,10.1,0
5.13020833333333,10.2,0
5.13020833333333,10.3,3
5.13020833333333,10.4,3
5.13020833333333,10.5,6
5.13020833333333,10.6,9
5.13020833333333,10.7,14
5.13020833333333,10.8,14
5.13020833333333,10.9,14
5.13020833333333,11,15
5.13020833333333,11.1,22
5.13020833333333,11.2,21
5.13020833333333,11.3,10
5.13020833333333,11.4,9
5.13020833333333,11.5,11
5.13020833333333,11.6,4
5.13020833333333,11.7,9
5.13020833333333,11.8,2
5.13020833333333,11.9,2
5.13020833333333,12,1
5.13020833333333,12.1,0
5.13020833333333,12.2,1
5.13020833333333,12.3,0
5.13020833333333,12.4,1
5.13020833333333,12.5,0
5.13020833333333,12.6,0
5.13020833333333,12.7,0
5.13020833333333,12.8,0
5.13020833333333,12.9,0
5.13020833333333,13,0
5.13020833333333,13.1,0
5.13020833333333,13.2,0
5.13020833333333,13.3,0
5.13020833333333,13.4,0
5.13020833333333,13.5,0
5.21354166666667,9.4,0
5.21354166666667,9.5,0
5.21354166666667,9.6,0
5.21354166666667,9.7,0
5.21354166666667,9.8,0
5.21354166666667,9.9,0
5.21354166666667,10,0
5.21354166666667,10.1,1
5.21354166666667,10.2,2
5.21354166666667,10.3,5
5.21354166666667,10.4,4
5.21354166666667,10.5,4
5.21354166666667,10.6,14
5.21354166666667,10.7,16
5.21354166666667,10.8,27
5.21354166666667,10.9,24
5.21354166666667,11,31
5.21354166666667,11.1,26
5.21354166666667,11.2,30
5.21354166666667,11.3,24
5.21354166666667,11.4,29
5.21354166666667,11.5,17
5.21354166666667,11.6,13
5.21354166666667,11.7,17
5.21354166666667,11.8,11
5.21354166666667,11.9,12
5.21354166666667,12,4
5.21354166666667,12.1,2
5.21354166666667,12.2,2
5.21354166666667,12.3,0
5.21354166666667,12.4,1
5.21354166666667,12.5,1
5.21354166666667,12.6,0
5.21354166666667,12.7,0
5.21354166666667,12.8,0
5.21354166666667,12.9,0
5.21354166666667,13,0
5.21354166666667,13.1,0
5.21354166666667,13.2,0
5.21354166666667,13.3,0
5.21354166666667,13.4,0
5.21354166666667,13.5,0
5.296875,9.4,0
5.296875,9.5,0
5.296875,9.6,0
5.296875,9.7,0
5.296875,9.8,0
5.296875,9.9,0
5.296875,10,0
5.296875,10.1,1
5.296875,10.2,0
5.296875,10.3,0
5.296875,10.4,3
5.296875,10.5,3
5.296875,10.6,6
5.296875,10.7,15
5.296875,10.8,10
5.296875,10.9,27
5.296875,11,37
5.296875,11.1,24
5.296875,11.2,38
5.296875,11.3,26
5.296875,11.4,56
5.296875,11.5,33
5.296875,11.6,37
5.296875,11.7,30
5.296875,11.8,15
5.296875,11.9,10
5.296875,12,8
5.296875,12.1,4
5.296875,12.2,5
5.296875,12.3,4
5.296875,12.4,1
5.296875,12.5,0
5.296875,12.6,0
5.296875,12.7,0
5.296875,12.8,0
5.296875,12.9,0
5.296875,13,0
5.296875,13.1,0
5.296875,13.2,0
5.296875,13.3,0
5.296875,13.4,0
5.296875,13.5,0
5.38020833333333,9.4,0
5.38020833333333,9.5,0
5.38020833333333,9.6,0
5.38020833333333,9.7,0
5.38020833333333,9.8,0
5.38020833333333,9.9,0
5.38020833333333,10,1
5.38020833333333,10.1,0
5.38020833333333,10.2,1
5.38020833333333,10.3,0
5.38020833333333,10.4,3
5.38020833333333,10.5,1
5.38020833333333,10.6,3
5.38020833333333,10.7,7
5.38020833333333,10.8,7
5.38020833333333,10.9,14
5.38020833333333,11,27
5.38020833333333,11.1,26
5.38020833333333,11.2,29
5.38020833333333,11.3,39
5.38020833333333,11.4,58
5.38020833333333,11.5,57
5.38020833333333,11.6,39
5.38020833333333,11.7,37
5.38020833333333,11.8,35
5.38020833333333,11.9,27
5.38020833333333,12,19
5.38020833333333,12.1,13
5.38020833333333,12.2,6
5.38020833333333,12.3,8
5.38020833333333,12.4,2
5.38020833333333,12.5,1
5.38020833333333,12.6,1
5.38020833333333,12.7,1
5.38020833333333,12.8,0
5.38020833333333,12.9,0
5.38020833333333,13,0
5.38020833333333,13.1,0
5.38020833333333,13.2,0
5.38020833333333,13.3,0
5.38020833333333,13.4,0
5.38020833333333,13.5,0
5.46354166666667,9.4,0
5.46354166666667,9.5,0
5.46354166666667,9.6,0
5.46354166666667,9.7,0
5.46354166666667,9.8,0
5.46354166666667,9.9,0
5.46354166666667,10,0
5.46354166666667,10.1,0
5.46354166666667,10.2,0
5.46354166666667,10.3,0
5.46354166666667,10.4,0
5.46354166666667,10.5,3
5.46354166666667,10.6,1
5.46354166666667,10.7,3
5.46354166666667,10.8,1
5.46354166666667,10.9,10
5.46354166666667,11,17
5.46354166666667,11.1,24
5.46354166666667,11.2,27
5.46354166666667,11.3,26
5.46354166666667,11.4,26
5.46354166666667,11.5,38
5.46354166666667,11.6,48
5.46354166666667,11.7,48
5.46354166666667,11.8,41
5.46354166666667,11.9,32
5.46354166666667,12,42
5.46354166666667,12.1,22
5.46354166666667,12.2,23
5.46354166666667,12.3,10
5.46354166666667,12.4,7
5.46354166666667,12.5,3
5.46354166666667,12.6,0
5.46354166666667,12.7,1
5.46354166666667,12.8,1
5.46354166666667,12.9,0
5.46354166666667,13,3
5.46354166666667,13.1,0
5.46354166666667,13.2,1
5.46354166666667,13.3,0
5.46354166666667,13.4,0
5.46354166666667,13.5,0
5.546875,9.4,0
5.546875,9.5,0
5.546875,9.6,0
5.546875,9.7,0
5.546875,9.8,0
5.546875,9.9,0
5.546875,10,0
5.546875,10.1,0
5.546875,10.2,0
5.546875,10.3,0
5.546875,10.4,0
5.546875,10.5,1
5.546875,10.6,0
5.546875,10.7,1
5.546875,10.8,2
5.546875,10.9,4
5.546875,11,10
5.546875,11.1,7
5.546875,11.2,20
5.546875,11.3,24
5.546875,11.4,22
5.546875,11.5,34
5.546875,11.6,38
5.546875,11.7,45
5.546875,11.8,34
5.546875,11.9,35
5.546875,12,39
5.546875,12.1,28
5.546875,12.2,17
5.546875,12.3,13
5.546875,12.4,12
5.546875,12.5,12
5.546875,12.6,3
5.546875,12.7,7
5.546875,12.8,2
5.546875,12.9,1
5.546875,13,0
5.546875,13.1,1
5.546875,13.2,1
5.546875,13.3,0
5.546875,13.4,0
5.546875,13.5,0
5.63020833333333,9.4,0
5.63020833333333,9.5,0
5.63020833333333,9.6,0
5.63020833333333,9.7,0
5.63020833333333,9.8,0
5.63020833333333,9.9,0
5.63020833333333,10,0
5.63020833333333,10.1,0
5.63020833333333,10.2,0
5.63020833333333,10.3,0
5.63020833333333,10.4,0
5.63020833333333,10.5,0
5.63020833333333,10.6,0
5.63020833333333,10.7,2
5.63020833333333,10.8,1
5.63020833333333,10.9,1
5.63020833333333,11,6
5.63020833333333,11.1,4
5.63020833333333,11.2,4
5.63020833333333,11.3,7
5.63020833333333,11.4,10
5.63020833333333,11.5,25
5.63020833333333,11.6,27
5.63020833333333,11.7,24
5.63020833333333,11.8,29
5.63020833333333,11.9,19
5.63020833333333,12,22
5.63020833333333,12.1,15
5.63020833333333,12.2,16
5.63020833333333,12.3,20
5.63020833333333,12.4,4
5.63020833333333,12.5,11
5.63020833333333,12.6,5
5.63020833333333,12.7,5
5.63020833333333,12.8,3
5.63020833333333,12.9,2
5.63020833333333,13,1
5.63020833333333,13.1,1
5.63020833333333,13.2,0
5.63020833333333,13.3,0
5.63020833333333,13.4,0
5.63020833333333,13.5,0
5.71354166666667,9.4,0
5.71354166666667,9.5,0
5.71354166666667,9.6,0
5.71354166666667,9.7,0
5.71354166666667,9.8,0
5.71354166666667,9.9,0
5.71354166666667,10,0
5.71354166666667,10.1,0
5.71354166666667,10.2,0
5.71354166666667,10.3,0
5.71354166666667,10.4,0
5.71354166666667,10.5,1
5.71354166666667,10.6,1
5.71354166666667,10.7,0
5.71354166666667,10.8,0
5.71354166666667,10.9,0
5.71354166666667,11,0
5.71354166666667,11.1,1
5.71354166666667,11.2,1
5.71354166666667,11.3,2
5.71354166666667,11.4,11
5.71354166666667,11.5,11
5.71354166666667,11.6,12
5.71354166666667,11.7,9
5.71354166666667,11.8,10
5.71354166666667,11.9,10
5.71354166666667,12,16
5.71354166666667,12.1,27
5.71354166666667,12.2,11
5.71354166666667,12.3,23
5.71354166666667,12.4,7
5.71354166666667,12.5,8
5.71354166666667,12.6,7
5.71354166666667,12.7,5
5.71354166666667,12.8,1
5.71354166666667,12.9,2
5.71354166666667,13,0
5.71354166666667,13.1,0
5.71354166666667,13.2,1
5.71354166666667,13.3,0
5.71354166666667,13.4,0
5.71354166666667,13.5,0
5.796875,9.4,0
5.796875,9.5,0
5.796875,9.6,0
5.796875,9.7,0
5.796875,9.8,0
5.796875,9.9,0
5.796875,10,0
5.796875,10.1,0
5.796875,10.2,0
5.796875,10.3,0
5.796875,10.4,0
5.796875,10.5,0
5.796875,10.6,0
5.796875,10.7,0
5.796875,10.8,0
5.796875,10.9,0
5.796875,11,0
5.796875,11.1,0
5.796875,11.2,0
5.796875,11.3,0
5.796875,11.4,0
5.796875,11.5,2
5.796875,11.6,2
5.796875,11.7,9
5.796875,11.8,5
5.796875,11.9,9
5.796875,12,8
5.796875,12.1,10
5.796875,12.2,8
5.796875,12.3,6
5.796875,12.4,7
5.796875,12.5,6
5.796875,12.6,8
5.796875,12.7,8
5.796875,12.8,8
5.796875,12.9,0
5.796875,13,1
5.796875,13.1,0
5.796875,13.2,0
5.796875,13.3,0
5.796875,13.4,0
5.796875,13.5,0
5.88020833333333,9.4,0
5.88020833333333,9.5,0
5.88020833333333,9.6,0
5.88020833333333,9.7,0
5.88020833333333,9.8,0
5.88020833333333,9.9,0
5.88020833333333,10,0
5.88020833333333,10.1,0
5.88020833333333,10.2,0
5.88020833333333,10.3,0
5.88020833333333,10.4,0
5.88020833333333,10.5,0
5.88020833333333,10.6,0
5.88020833333333,10.7,0
5.88020833333333,10.8,0
5.88020833333333,10.9,0
5.88020833333333,11,0
5.88020833333333,11.1,0
5.88020833333333,11.2,0
5.88020833333333,11.3,0
5.88020833333333,11.4,0
5.88020833333333,11.5,0
5.88020833333333,11.6,2
5.88020833333333,11.7,2
5.88020833333333,11.8,1
5.88020833333333,11.9,3
5.88020833333333,12,2
5.88020833333333,12.1,4
5.88020833333333,12.2,1
5.88020833333333,12.3,5
5.88020833333333,12.4,1
5.88020833333333,12.5,8
5.88020833333333,12.6,6
5.88020833333333,12.7,2
5.88020833333333,12.8,5
5.88020833333333,12.9,1
5.88020833333333,13,0
5.88020833333333,13.1,0
5.88020833333333,13.2,3
5.88020833333333,13.3,0
5.88020833333333,13.4,0
5.88020833333333,13.5,0
5.96354166666667,9.4,0
5.96354166666667,9.5,0
5.96354166666667,9.6,0
5.96354166666667,9.7,0
5.96354166666667,9.8,0
5.96354166666667,9.9,0
5.96354166666667,10,0
5.96354166666667,10.1,0
5.96354166666667,10.2,0
5.96354166666667,10.3,0
5.96354166666667,10.4,0
5.96354166666667,10.5,0
5.96354166666667,10.6,0
5.96354166666667,10.7,0
5.96354166666667,10.8,0
5.96354166666667,10.9,0
5.96354166666667,11,0
5.96354166666667,11.1,0
5.96354166666667,11.2,0
5.96354166666667,11.3,0
5.96354166666667,11.4,0
5.96354166666667,11.5,0
5.96354166666667,11.6,0
5.96354166666667,11.7,0
5.96354166666667,11.8,0
5.96354166666667,11.9,1
5.96354166666667,12,2
5.96354166666667,12.1,1
5.96354166666667,12.2,1
5.96354166666667,12.3,0
5.96354166666667,12.4,0
5.96354166666667,12.5,0
5.96354166666667,12.6,3
5.96354166666667,12.7,2
5.96354166666667,12.8,3
5.96354166666667,12.9,1
5.96354166666667,13,2
5.96354166666667,13.1,0
5.96354166666667,13.2,0
5.96354166666667,13.3,1
5.96354166666667,13.4,0
5.96354166666667,13.5,0
6.046875,9.4,0
6.046875,9.5,0
6.046875,9.6,0
6.046875,9.7,0
6.046875,9.8,0
6.046875,9.9,0
6.046875,10,0
6.046875,10.1,0
6.046875,10.2,0
6.046875,10.3,0
6.046875,10.4,0
6.046875,10.5,0
6.046875,10.6,0
6.046875,10.7,0
6.046875,10.8,0
6.046875,10.9,0
6.046875,11,0
6.046875,11.1,0
6.046875,11.2,0
6.046875,11.3,0
6.046875,11.4,0
6.046875,11.5,0
6.046875,11.6,1
6.046875,11.7,0
6.046875,11.8,0
6.046875,11.9,0
6.046875,12,0
6.046875,12.1,0
6.046875,12.2,0
6.046875,12.3,0
6.046875,12.4,0
6.046875,12.5,2
6.046875,12.6,1
6.046875,12.7,0
6.046875,12.8,1
6.046875,12.9,0
6.046875,13,1
6.046875,13.1,0
6.046875,13.2,0
6.046875,13.3,0
6.046875,13.4,0
6.046875,13.5,1
6.13020833333333,9.4,0
6.13020833333333,9.5,0
6.13020833333333,9.6,0
6.13020833333333,9.7,0
6.13020833333333,9.8,0
6.13020833333333,9.9,0
6.13020833333333,10,0
6.13020833333333,10.1,0
6.13020833333333,10.2,0
6.13020833333333,10.3,0
6.13020833333333,10.4,0
6.13020833333333,10.5,0
6.13020833333333,10.6,0
6.13020833333333,10.7,0
6.13020833333333,10.8,0
6.13020833333333,10.9,0
6.13020833333333,11,0
6.13020833333333,11.1,0
6.13020833333333,11.2,0
6.13020833333333,11.3,0
6.13020833333333,11.4,0
6.13020833333333,11.5,0
6.13020833333333,11.6,0
6.13020833333333,11.7,0
6.13020833333333,11.8,0
6.13020833333333,11.9,0
6.13020833333333,12,0
6.13020833333333,12.1,0
6.13020833333333,12.2,0
6.13020833333333,12.3,0
6.13020833333333,12.4,1
6.13020833333333,12.5,0
6.13020833333333,12.6,1
6.13020833333333,12.7,0
6.13020833333333,12.8,1
6.13020833333333,12.9,0
6.13020833333333,13,0
6.13020833333333,13.1,0
6.13020833333333,13.2,0
6.13020833333333,13.3,1
6.13020833333333,13.4,0
6.13020833333333,13.5,0
6.21354166666667,9.4,0
6.21354166666667,9.5,0
6.21354166666667,9.6,0
6.21354166666667,9.7,0
6.21354166666667,9.8,0
6.21354166666667,9.9,0
6.21354166666667,10,0
6.21354166666667,10.1,0
6.21354166666667,10.2,0
6.21354166666667,10.3,0
6.21354166666667,10.4,0
6.21354166666667,10.5,0
6.21354166666667,10.6,0
6.21354166666667,10.7,0
6.21354166666667,10.8,0
6.21354166666667,10.9,0
6.21354166666667,11,0
6.21354166666667,11.1,0
6.21354166666667,11.2,0
6.21354166666667,11.3,0
6.21354166666667,11.4,0
6.21354166666667,11.5,0
6.21354166666667,11.6,0
6.21354166666667,11.7,0
6.21354166666667,11.8,0
6.21354166666667,11.9,0
6.21354166666667,12,0
6.21354166666667,12.1,0
6.21354166666667,12.2,0
6.21354166666667,12.3,0
6.21354166666667,12.4,0
6.21354166666667,12.5,0
6.21354166666667,12.6,0
6.21354166666667,12.7,0
6.21354166666667,12.8,0
6.21354166666667,12.9,0
6.21354166666667,13,0
6.21354166666667,13.1,0
6.21354166666667,13.2,0
6.21354166666667,13.3,0
6.21354166666667,13.4,0
6.21354166666667,13.5,0
6.296875,9.4,0
6.296875,9.5,0
6.296875,9.6,0
6.296875,9.7,0
6.296875,9.8,0
6.296875,9.9,0
6.296875,10,0
6.296875,10.1,0
6.296875,10.2,0
6.296875,10.3,0
6.296875,10.4,0
6.296875,10.5,0
6.296875,10.6,0
6.296875,10.7,0
6.296875,10.8,0
6.296875,10.9,0
6.296875,11,0
6.296875,11.1,0
6.296875,11.2,0
6.296875,11.3,0
6.296875,11.4,0
6.296875,11.5,0
6.296875,11.6,0
6.296875,11.7,0
6.296875,11.8,0
6.296875,11.9,0
6.296875,12,0
6.296875,12.1,0
6.296875,12.2,0
6.296875,12.3,0
6.296875,12.4,0
6.296875,12.5,0
6.296875,12.6,0
6.296875,12.7,0
6.296875,12.8,0
6.296875,12.9,0
6.296875,13,0
6.296875,13.1,0
6.296875,13.2,0
6.296875,13.3,0
6.296875,13.4,0
6.296875,13.5,0
6.38020833333333,9.4,0
6.38020833333333,9.5,0
6.38020833333333,9.6,0
6.38020833333333,9.7,0
6.38020833333333,9.8,0
6.38020833333333,9.9,0
6.38020833333333,10,0
6.38020833333333,10.1,0
6.38020833333333,10.2,0
6.38020833333333,10.3,0
6.38020833333333,10.4,0
6.38020833333333,10.5,0
6.38020833333333,10.6,0
6.38020833333333,10.7,0
6.38020833333333,10.8,0
6.38020833333333,10.9,0
6.38020833333333,11,0
6.38020833333333,11.1,0
6.38020833333333,11.2,1
6.38020833333333,11.3,0
6.38020833333333,11.4,0
6.38020833333333,11.5,0
6.38020833333333,11.6,0
6.38020833333333,11.7,0
6.38020833333333,11.8,0
6.38020833333333,11.9,0
6.38020833333333,12,0
6.38020833333333,12.1,0
6.38020833333333,12.2,0
6.38020833333333,12.3,0
6.38020833333333,12.4,0
6.38020833333333,12.5,0
6.38020833333333,12.6,0
6.38020833333333,12.7,0
6.38020833333333,12.8,0
6.38020833333333,12.9,0
6.38020833333333,13,0
6.38020833333333,13.1,0
6.38020833333333,13.2,0
6.38020833333333,13.3,0
6.38020833333333,13.4,0
6.38020833333333,13.5,0
