"","m","p","y","R","dm","dy2","dR","dR1","dp","m1","y1","R1","season","ecm.res"
"36",8.289086341,3.735238075,8.781502723,0.074,0.0285606380000001,0.0869503030000001,0.002,0.00299999999999999,0.0222027299999996,8.260525703,8.762062072,0.072,"Q4",0.139835887775976
"37",8.203062057,3.756818532,8.656656265,0.079,-0.0860242840000005,0.0656194680000013,0.005,0.002,0.0215804570000002,8.289086341,8.781502723,0.074,"Q1",0.137775807745569
"38",8.247038841,3.763569355,8.755604743,0.086,0.0439767839999998,0.0194406509999983,0.00699999999999999,0.005,0.00675082299999996,8.203062057,8.656656265,0.079,"Q2",0.128242674102227
"39",8.228462219,3.785529613,8.792995452,0.084,-0.0185766219999994,-0.124846457999999,-0.00199999999999999,0.00699999999999999,0.021960258,8.247038841,8.755604743,0.086,"Q3",0.131955109122398
"40",8.297290802,3.801739215,8.817976951,0.083,0.0688285829999984,0.0989484779999987,-0.001,-0.00199999999999999,0.016209602,8.228462219,8.792995452,0.084,"Q4",0.140471370631795
"41",8.202306747,3.833780288,8.710256576,0.08,-0.0949840549999994,0.0373907090000003,-0.003,-0.001,0.0320410729999998,8.297290802,8.817976951,0.083,"Q1",0.136149578432988
"42",8.274615287,3.836954593,8.768910408,0.083,0.0723085399999999,0.0249814990000008,0.003,-0.003,0.00317430500000038,8.202306747,8.710256576,0.08,"Q2",0.134942348732515
"43",8.272565841,3.857440233,8.807739257,0.084,-0.00204944599999912,-0.107720375,0.001,0.003,0.02048564,8.274615287,8.768910408,0.083,"Q3",0.132271760523943
"44",8.328451156,3.877948999,8.823890686,0.081,0.0558853149999994,0.0586538319999992,-0.003,0.001,0.0205087659999998,8.272565841,8.807739257,0.084,"Q4",0.137136367418046
"45",8.278112411,3.890145301,8.748202323,0.078,-0.0503387449999995,0.0388288489999997,-0.003,-0.003,0.012196302,8.328451156,8.823890686,0.081,"Q1",0.134420261762656
"46",8.352213859,3.88701272,8.798990249,0.083,0.0741014480000004,0.0161514290000007,0.005,-0.003,-0.00313258100000002,8.278112411,8.748202323,0.078,"Q2",0.132143170057489
"47",8.349937438,3.905884265,8.835007667,0.083,-0.00227642100000125,-0.0756883630000011,0,0.005,0.0188715450000001,8.352213859,8.798990249,0.083,"Q3",0.126961866803622
"48",8.406539916,3.930687665,8.871530532,0.087,0.0566024780000003,0.0507879259999999,0.00399999999999999,0,0.0248034000000001,8.349937438,8.835007667,0.083,"Q4",0.132091869484888
"49",8.34542942,3.946965456,8.806640625,0.087,-0.0611104959999995,0.0360174180000001,0,0.00399999999999999,0.0162777909999998,8.406539916,8.871530532,0.087,"Q1",0.127716393202637
"50",8.344052314,3.947254896,8.843223571,0.102,-0.00137710599999963,0.0365228650000002,0.015,0,0.000289439999999974,8.34542942,8.806640625,0.087,"Q2",0.126343945988321
"51",8.294420242,3.964083909,8.875187873,0.098,-0.0496320720000014,-0.0648899069999995,-0.00399999999999999,0.015,0.0168290130000002,8.344052314,8.843223571,0.102,"Q3",0.122186726241226
"52",8.356775283,4.002667903,8.898902893,0.097,0.062355041,0.0365829459999993,-0.001,-0.00399999999999999,0.0385839939999997,8.294420242,8.875187873,0.098,"Q4",0.134953318328162
"53",8.285387039,4.001223564,8.817919731,0.107,-0.0713882439999995,0.0319643020000004,0.01,-0.001,-0.00144433899999985,8.356775283,8.898902893,0.097,"Q1",0.131242041395013
"54",8.330474853,4.013947486,8.846743583,0.109,0.0450878140000004,0.0237150200000009,0.002,0.01,0.0127239220000002,8.285387039,8.817919731,0.107,"Q2",0.1227705550312
"55",8.312174797,4.037844657,8.872360229,0.108,-0.0183000559999993,-0.0809831620000008,-0.001,0.002,0.0238971709999998,8.330474853,8.846743583,0.109,"Q3",0.119980828832983
"56",8.384078979,4.080617427,8.885187149,0.099,0.071904181999999,0.0288238520000004,-0.00899999999999999,-0.001,0.04277277,8.312174797,8.872360229,0.108,"Q4",0.126259532060921
"57",8.335850715,4.070239543,8.788547515,0.089,-0.0482282640000005,0.0256166459999996,-0.01,-0.00899999999999999,-0.0103778840000004,8.384078979,8.885187149,0.099,"Q1",0.124864049008174
"58",8.404430389,4.07582426,8.830693244,0.084,0.0685796740000004,0.0128269200000002,-0.00499999999999999,-0.01,0.00558471700000052,8.335850715,8.788547515,0.089,"Q2",0.123826917777654
"59",8.42018795,4.084529876,8.864358901,0.087,0.0157575610000009,-0.0966396340000006,0.00299999999999999,-0.00499999999999999,0.0087056160000003,8.404430389,8.830693244,0.084,"Q3",0.124316945578615
"60",8.472594261,4.123450279,8.905367851,0.086,0.0524063109999986,0.0421457290000014,-0.001,0.00299999999999999,0.0389204029999997,8.42018795,8.864358901,0.087,"Q4",0.125102556524941
"61",8.41743946,4.103832721,8.849738121,0.078,-0.0551548009999987,0.0336656569999985,-0.00799999999999999,-0.001,-0.0196175580000002,8.472594261,8.905367851,0.086,"Q1",0.124923198940127
"62",8.488577842,4.111152648,8.897212982,0.083,0.0711383819999991,0.0410089500000002,0.005,-0.00799999999999999,0.00731992700000017,8.41743946,8.849738121,0.078,"Q2",0.129016271716668
"63",8.452609062,4.129229068,8.909537315,0.081,-0.0359687799999993,-0.0556297299999997,-0.002,0.005,0.0180764199999999,8.488577842,8.897212982,0.083,"Q3",0.123745944532565
"64",8.484191894,4.153006553,8.962553024,0.074,0.0315828319999998,0.0474748609999995,-0.00700000000000001,-0.002,0.0237774850000001,8.452609062,8.909537315,0.081,"Q4",0.13098209099253
"65",8.460301399,4.138568878,8.891506195,0.07,-0.0238904949999998,0.0123243330000005,-0.00399999999999999,-0.00700000000000001,-0.0144376749999999,8.484191894,8.962553024,0.074,"Q1",0.13863628194662
"66",8.508118629,4.149574279,8.919985771,0.064,0.0478172299999997,0.0530157090000003,-0.00600000000000001,-0.00399999999999999,0.0110054010000002,8.460301399,8.891506195,0.07,"Q2",0.134410048197825
"67",8.511289596,4.159976005,8.928902626,0.06,0.00317096699999908,-0.0710468290000001,-0.004,-0.00600000000000001,0.0104017259999996,8.508118629,8.919985771,0.064,"Q3",0.136180481153041
"68",8.551159858,4.195441246,8.991501808,0.06,0.0398702620000009,0.0284795760000005,0,-0.004,0.0354652409999998,8.511289596,8.928902626,0.06,"Q4",0.139467806809571
"69",8.548410415,4.179680824,8.920154571,0.056,-0.0027494430000008,0.00891685499999895,-0.004,0,-0.0157604219999996,8.551159858,8.991501808,0.06,"Q1",0.143094773981787
"70",8.591673851,4.189700126,8.958250045,0.06,0.0432634360000002,0.0625991820000014,0.004,-0.004,0.0100193019999999,8.548410415,8.920154571,0.056,"Q2",0.136276695605436
"71",8.583402633,4.207762718,8.970353126,0.064,-0.00827121799999908,-0.0713472370000012,0.004,0.004,0.0180625919999997,8.591673851,8.958250045,0.06,"Q3",0.133722997598914
"72",8.647541046,4.233454227,9.02197647,0.066,0.0641384130000002,0.0380954740000004,0.002,0.004,0.0256915090000005,8.583402633,8.970353126,0.064,"Q4",0.133884745395552
"73",8.610424041,4.216385364,8.955347061,0.071,-0.0371170050000007,0.0121030809999993,0.00499999999999999,0.002,-0.0170688630000004,8.647541046,9.02197647,0.066,"Q1",0.131869405724439
"74",8.640257835,4.219890117,9.006040573,0.08,0.029833794,0.0516233440000011,0.00900000000000001,0.00499999999999999,0.00350475300000053,8.610424041,8.955347061,0.071,"Q2",0.124281904718667
"75",8.601359367,4.245533943,9.010995864,0.078,-0.0388984679999993,-0.0666294090000008,-0.002,0.00900000000000001,0.0256438259999996,8.640257835,9.006040573,0.08,"Q3",0.121962211350492
"76",8.643388748,4.277040958,9.057142257,0.08,0.042029380999999,0.0506935120000005,0.002,-0.002,0.0315070149999999,8.601359367,9.010995864,0.078,"Q4",0.128558545269574
"77",8.574950218,4.263763904,8.994907379,0.095,-0.0684385299999999,0.00495529099999992,0.015,0.002,-0.0132770539999996,8.643388748,9.057142257,0.08,"Q1",0.128473059128925
"78",8.59736824,4.276860713,9.007501602,0.083,0.0224180220000001,0.0461463930000008,-0.012,0.015,0.0130968089999994,8.574950218,8.994907379,0.095,"Q2",0.119087956362007
"79",8.5846529,4.292006015,9.011557579,0.083,-0.0127153399999997,-0.0622348779999999,0,-0.012,0.0151453020000005,8.59736824,9.007501602,0.083,"Q3",0.125484188528069
"80",8.63230133,4.323218345,9.045886993,0.091,0.0476484300000006,0.0125942229999989,0.00799999999999999,0,0.0312123299999998,8.5846529,9.011557579,0.083,"Q4",0.127565464134449
"81",8.550121307,4.302428722,8.982616424,0.104,-0.0821800230000012,0.00405597700000015,0.013,0.00799999999999999,-0.0207896229999998,8.63230133,9.045886993,0.091,"Q1",0.121506916458234
"82",8.581935882,4.312877655,9.002806663,0.111,0.0318145750000003,0.0343294140000001,0.00700000000000001,0.013,0.0104489330000002,8.550121307,8.982616424,0.104,"Q2",0.114874542472331
"83",8.529502868,4.330983161,9.016630172,0.113,-0.052433014,-0.0632705690000002,0.002,0.00700000000000001,0.0181055059999995,8.581935882,9.002806663,0.111,"Q3",0.10943784192817
"84",8.575448989,4.371483802,9.053618431,0.099,0.0459461210000001,0.0201902389999997,-0.014,0.002,0.0405006410000004,8.529502868,9.016630172,0.113,"Q4",0.116395042292692
"85",8.523797988,4.351335525,8.975346565,0.096,-0.0516510009999998,0.0138235089999998,-0.003,-0.014,-0.0201482770000005,8.575448989,9.053618431,0.099,"Q1",0.124474246986065
"86",8.574183464,4.355143547,9.000764846,0.092,0.0503854760000007,0.036988259000001,-0.004,-0.003,0.0038080220000003,8.523797988,8.975346565,0.096,"Q2",0.122007255594599
"87",8.54430294,4.376699924,9.000425338,0.088,-0.0298805240000011,-0.0782718659999997,-0.004,-0.004,0.0215563770000005,8.574183464,9.000764846,0.092,"Q3",0.121821083085503
"88",8.607216835,4.409410953,9.040018081,0.08,0.0629138949999994,0.0254182809999985,-0.00799999999999999,-0.004,0.0327110289999997,8.54430294,9.000425338,0.088,"Q4",0.127849343719559
"89",8.591823577,4.38923788,8.984577178,0.074,-0.0153932579999996,-0.000339507999999711,-0.00600000000000001,-0.00799999999999999,-0.0201730730000005,8.607216835,9.040018081,0.08,"Q1",0.130529963614698
"90",8.649829864,4.385906696,9.019927024,0.081,0.0580062870000013,0.039592743,0.00700000000000001,-0.00600000000000001,-0.00333118399999943,8.591823577,8.984577178,0.074,"Q2",0.128615990540334
"91",8.617159843,4.405193805,9.025687217,0.084,-0.0326700210000013,-0.0554409029999992,0.003,0.00700000000000001,0.0192871089999995,8.649829864,9.019927024,0.081,"Q3",0.122061987001078
"92",8.660705566,4.439741134,9.080192565,0.083,0.0435457230000011,0.035349845999999,-0.001,0.003,0.0345473290000005,8.617159843,9.025687217,0.084,"Q4",0.124930186542929
"93",8.605595588,4.413525104,9.02994728,0.079,-0.0551099780000008,0.00576019300000041,-0.004,-0.001,-0.0262160300000005,8.660705566,9.080192565,0.083,"Q1",0.127639507790176
"94",8.648854255,4.408327579,9.038796424,0.081,0.0432586669999999,0.0545053480000011,0.002,-0.004,-0.00519752499999981,8.605595588,9.02994728,0.079,"Q2",0.129985033674981
"95",8.631439208,4.42155981,9.064915657,0.077,-0.0174150470000001,-0.0502452850000008,-0.004,0.002,0.0132322309999999,8.648854255,9.038796424,0.081,"Q3",0.124723389519305
"96",8.705471992,4.458987712,9.113928794,0.07,0.0740327839999999,0.00884914399999914,-0.00699999999999999,-0.004,0.0374279020000001,8.631439208,9.064915657,0.077,"Q4",0.132814023750034
"97",8.637735366,4.429792404,9.033036231,0.077,-0.0677366260000003,0.0261192330000011,0.00699999999999999,-0.00699999999999999,-0.0291953080000003,8.705471992,9.113928794,0.07,"Q1",0.134805700078677
"98",8.672847747,4.427179336,9.07110691,0.07,0.0351123810000011,0.0490131369999993,-0.00699999999999999,0.00699999999999999,-0.00261306799999961,8.637735366,9.033036231,0.077,"Q2",0.127756726790407
"99",8.666980743,4.444414615,9.096274375,0.064,-0.00586700400000062,-0.080892562999999,-0.00600000000000001,-0.00699999999999999,0.0172352790000003,8.672847747,9.07110691,0.07,"Q3",0.132970319521439
"100",8.731544494,4.482052803,9.131516456,0.066,0.0645637509999997,0.0380706789999987,0.002,-0.00600000000000001,0.0376381879999999,8.666980743,9.096274375,0.064,"Q4",0.140772998974977
"101",8.688053131,4.461576938,9.044135093,0.06,-0.0434913629999993,0.0251674650000009,-0.00600000000000001,0.002,-0.0204758649999999,8.731544494,9.131516456,0.066,"Q1",0.13649807463196
"102",8.736440658,4.462477207,9.100618362,0.06,0.0483875269999992,0.0352420809999998,0,-0.00600000000000001,0.000900268999999732,8.688053131,9.044135093,0.06,"Q2",0.133669352105014
"103",8.716322898,4.475049972,9.118103027,0.058,-0.0201177599999998,-0.0873813630000004,-0.00199999999999999,0,0.0125727649999998,8.736440658,9.100618362,0.06,"Q3",0.135443989691934
"104",8.774430274,4.509518146,9.157114028,0.06,0.0581073760000006,0.056483269000001,0.00199999999999999,-0.00199999999999999,0.0344681739999997,8.716322898,9.118103027,0.058,"Q4",0.141462831843345
"105",8.733099937,4.487478256,9.061203002,0.056,-0.0413303369999998,0.0174846649999996,-0.004,0.00199999999999999,-0.0220398899999994,8.774430274,9.157114028,0.06,"Q1",0.138475141149955
"106",8.797911643,4.485451698,9.106268882,0.055,0.0648117060000004,0.0390110010000004,-0.001,-0.004,-0.00202655799999985,8.733099937,9.061203002,0.056,"Q2",0.133001801427438
"107",8.790316581,4.487185955,9.131279945,0.062,-0.00759506200000004,-0.0959110260000013,0.007,-0.001,0.00173425699999985,8.797911643,9.106268882,0.055,"Q3",0.131872222507435
"108",8.82764244,4.523775577,9.174376487,0.058,0.0373258589999992,0.045065880000001,-0.004,0.007,0.0365896220000002,8.790316581,9.131279945,0.062,"Q4",0.131841428056177
"109",8.809855461,4.498519897,9.103868484,0.056,-0.0177869790000003,0.0250110629999991,-0.002,-0.004,-0.0252556799999999,8.82764244,9.174376487,0.058,"Q1",0.135614412782591
"110",8.870276451,4.499443054,9.133583068,0.06,0.0604209900000008,0.0430965420000007,0.004,-0.002,0.000923156999999897,8.809855461,9.103868484,0.056,"Q2",0.129490238860593
"111",8.849584579,4.503956794,9.155993461,0.063,-0.0206918720000004,-0.0705080030000005,0.003,0.004,0.00451373999999927,8.870276451,9.133583068,0.06,"Q3",0.123736155083643
"112",8.899236679,4.542283535,9.190898895,0.062,0.0496520999999994,0.0297145840000006,-0.001,0.003,0.0383267410000006,8.849584579,9.155993461,0.063,"Q4",0.12740331296324
"113",8.858069419,4.521147251,9.136808395,0.07,-0.0411672599999999,0.0224103929999995,0.00800000000000001,-0.001,-0.0211362839999998,8.899236679,9.190898895,0.062,"Q1",0.12673356340485
"114",8.875347137,4.520614147,9.165657043,0.071,0.0172777180000008,0.0349054340000006,0.000999999999999987,0.00800000000000001,-0.000533104000000506,8.858069419,9.136808395,0.07,"Q2",0.119474161414045
"115",8.853254318,4.530425071,9.166810035,0.071,-0.0220928190000009,-0.0540905000000009,0,0.000999999999999987,0.00981092399999994,8.875347137,9.165657043,0.071,"Q3",0.120660956292244
"116",8.909424781,4.567780017,9.206169128,0.078,0.0561704630000008,0.0288486480000003,0.00700000000000001,0,0.0373549459999998,8.853254318,9.166810035,0.071,"Q4",0.123482593679522
"117",8.83393383,4.551548004,9.1692667,0.09,-0.0754909510000008,0.00115299199999974,0.012,0.00700000000000001,-0.0162320129999998,8.909424781,9.206169128,0.078,"Q1",0.117690602514089
"118",8.85961914,4.553518772,9.188996315,0.09,0.0256853100000001,0.0393590930000016,0,0.012,0.00197076800000051,8.83393383,9.1692667,0.09,"Q2",0.114422493232756
"119",8.795776367,4.559440135,9.079103469,0.091,-0.0638427729999993,-0.0369024280000012,0.001,0,0.00592136299999968,8.85961914,9.188996315,0.09,"Q3",0.113982357674372
"120",8.917403221,4.586802482,9.110098838,0.09,0.121626854000001,0.019729615000001,-0.001,0.001,0.0273623470000004,8.795776367,9.079103469,0.091,"Q4",0.106256092375215
"121",8.832875251,4.57378292,9.077347755,0.086,-0.0845279699999999,-0.109892846000001,-0.004,-0.001,-0.0130195620000002,8.917403221,9.110098838,0.09,"Q1",0.0963731805954875
"122",8.834514617,4.590462684,9.101797103,0.086,0.00163936599999914,0.0309953690000011,0,-0.004,0.016679764,8.832875251,9.077347755,0.086,"Q2",0.104627216473711
"123",8.828346252,4.604870319,9.111729621,0.088,-0.00616836500000062,-0.0327510830000008,0.002,0,0.0144076349999995,8.834514617,9.101797103,0.086,"Q3",0.107725235397063
"124",8.883167266,4.647942066,9.12876892,0.087,0.0548210139999998,0.024449348000001,-0.001,0.002,0.0430717469999999,8.828346252,9.111729621,0.088,"Q4",0.108574596658954
"125",8.813976287,4.634146213,9.096869468,0.082,-0.069190979,0.00993251799999939,-0.00499999999999999,-0.001,-0.0137958529999995,8.883167266,9.12876892,0.087,"Q1",0.104872631113798
"126",8.83694458,4.643621444,9.107293128,0.084,0.0229682930000017,0.0170392990000003,0.002,-0.00499999999999999,0.0094752309999997,8.813976287,9.096869468,0.082,"Q2",0.112007563324736
"127",8.836981773,4.660888671,9.118104934,0.082,3.71929999989362e-05,-0.0318994520000011,-0.002,0.002,0.0172672270000005,8.83694458,9.107293128,0.084,"Q3",0.109406856510867
"128",8.933351516,4.692081451,9.137835502,0.074,0.0963697430000003,0.0104236600000007,-0.00800000000000001,-0.002,0.0311927799999996,8.836981773,9.118104934,0.082,"Q4",0.112093829008065
"129",8.851537704,4.679627895,9.056394577,0.065,-0.081813812,0.0108118059999995,-0.00899999999999999,-0.00800000000000001,-0.0124535559999996,8.933351516,9.137835502,0.074,"Q1",0.108059430199733
"130",8.909006118,4.68638134,9.088569641,0.067,0.0574684140000006,0.0197305679999999,0.002,-0.00899999999999999,0.0067534449999993,8.851537704,9.056394577,0.065,"Q2",0.112507322851391
"131",8.888772964,4.693364143,9.106137275,0.061,-0.0202331540000014,-0.081440924999999,-0.00600000000000001,0.002,0.00698280300000054,8.909006118,9.088569641,0.067,"Q3",0.108675234274804
"132",8.979351043,4.722953319,9.120106697,0.056,0.0905780790000001,0.0321750639999987,-0.005,-0.00600000000000001,0.029589176,8.888772964,9.106137275,0.061,"Q4",0.117187167312586
"133",8.919931411,4.707094669,9.078166961,0.062,-0.0594196319999991,0.0175676340000006,0.006,-0.005,-0.0158586500000002,8.979351043,9.120106697,0.056,"Q1",0.111224110474609
"134",8.962027549,4.705920219,9.112044334,0.069,0.0420961379999998,0.0139694220000006,0.00700000000000001,0.006,-0.00117444999999972,8.919931411,9.078166961,0.062,"Q2",0.109039402226514
"135",8.95149517,4.713934898,9.12527275,0.074,-0.0105323790000007,-0.0419397359999998,0.00499999999999999,0.00700000000000001,0.00801467899999952,8.962027549,9.112044334,0.069,"Q3",0.104206975645736
"136",9.006916046,4.743627071,9.140267372,0.074,0.0554208760000012,0.0338773729999993,0,0.00499999999999999,0.0296921729999999,8.95149517,9.12527275,0.074,"Q4",0.104176309480876
"137",8.930109024,4.726502418,9.099702835,0.071,-0.0768070220000006,0.0132284160000005,-0.003,0,-0.0171246529999998,9.006916046,9.140267372,0.074,"Q1",0.099509326272344
"138",8.958108901,4.72880268,9.130421638,0.064,0.0279998769999992,0.0149946219999997,-0.00699999999999999,-0.003,0.00230026200000033,8.930109024,9.099702835,0.071,"Q2",0.105161304044373
"139",8.961501121,4.73698759,9.139965057,0.061,0.00339222000000028,-0.0405645369999998,-0.003,-0.00699999999999999,0.00818490999999977,8.958108901,9.130421638,0.064,"Q3",0.110242189684982
"140",9.049351692,4.763625621,9.145095825,0.055,0.0878505710000006,0.0307188029999992,-0.006,-0.003,0.0266380310000001,8.961501121,9.139965057,0.061,"Q4",0.112970282064176
