"","x","y","z","f","probf","ybin","ybin2"
"67",0.911781791131943,-0.0792863868236588,0.51226519769989,-0.988245043304195,0.271258853786294,1,2
"68",0.723197666928172,0.133689629552609,0.264227071078494,-0.456800947258525,0.387745001916288,1,7
"69",0.668653066037223,-0.0218298934127035,0.263198277913034,-0.200308386535087,0.450089673082935,0,4
"70",0.624798976583406,0.527392188676615,0.665287753101438,0.0175968624027266,0.504399102086263,0,5
"71",0.956576592056081,-0.417627079361235,0.149238638114184,-0.997516328184982,0.269430021030402,0,4
"72",0.424073221860453,1.49430765356228,0.986277148826048,0.852749312345988,0.701143555271975,1,5
"73",0.570465869735926,1.16320328682226,0.233415989903733,0.285246214014788,0.570831931154126,1,7
"74",0.559935125056654,1.03650986122467,0.528003031853586,0.335293765631844,0.583046871313194,1,5
"75",0.206726766191423,1.7694062486865,0.526363418670371,0.859164089534099,0.702485979111006,1,7
"76",0.347832076949999,1.88627771107058,0.383963018655777,0.985860220441097,0.728269463337924,1,7
"77",0.864175998140126,-0.325262509896142,0.260937669547275,-0.924334306646792,0.284075573200428,0,3
"78",0.210170964477584,0.900625244175525,0.67860605684109,0.867848243491234,0.704297765057178,1,6
"79",0.422617447329685,1.52388115148821,0.355645117117092,0.856528592443251,0.701934867943682,1,7
"80",0.269286161288619,1.29898220341435,0.751046250574291,0.974935467296894,0.726102147324797,1,8
"81",0.898294576676562,-0.00922862200854835,0.156129031674936,-0.97569712035215,0.273746402865462,1,4
"82",0.0748141563963145,1.24649393944934,0.430611798306927,0.365407726633625,0.590348858981283,1,6
"83",0.216629239264876,1.31741959451641,0.288318254519254,0.883436330956772,0.707533806863491,1,6
"84",0.423776594456285,1.73483389635453,0.595577236730605,0.853523046904004,0.701305659357413,1,6
"85",0.611441042507067,0.408762808362507,0.251863342477009,0.0842873195042096,0.52105936359067,1,5
"86",0.563281890237704,0.591312016115169,0.0509593836031854,0.319482392386178,0.579198102030063,0,7
"87",0.859038294758648,-0.0627067982640822,0.898352902149782,-0.914228099114518,0.28613541716317,1,3
"88",0.268127391813323,1.66774339107534,0.080288129625842,0.973630050380878,0.725842452241597,0,7
"89",0.844942591851577,-0.561084369107556,0.990252755349502,-0.883424199561995,0.292468703488942,1,3
"90",0.629703155951574,0.931651709380034,0.436616376508027,-0.0069230708643459,0.498269239196698,0,4
"91",0.43450174247846,1.32189553137003,0.943098592804745,0.824367519692242,0.695162656019595,1,7
"92",0.0492951394990087,0.266182845116254,0.286337141878903,0.24398768938392,0.560696117383038,1,3
"93",0.575596270384267,1.2042061258713,0.884073370601982,0.260568793690781,0.56477610874678,1,4
"94",0.130179815459996,1.00900678273829,0.373048660578206,0.605901901913601,0.647005404704845,0,7
"95",0.424710205290467,1.25680384402111,0.626867082668468,0.851081442916243,0.700793950588434,1,8
"96",0.0977256784681231,1.15494967668376,0.85172264627181,0.469415231347672,0.615245340158261,1,8
"97",0.0039982486050576,0.445550208447992,0.925350569654256,0.0199899114691909,0.504997311459367,1,6
"98",0.380313437432051,0.95323634515479,0.505098069785163,0.945792270544542,0.720268182850549,1,6
"99",0.862217072630301,-0.415086171676738,0.716412765206769,-0.920552559051064,0.284845319963027,0,3
"100",0.740281677106395,-0.150266164288108,0.289010660490021,-0.531030066849847,0.370276673353688,1,5
